Event,Fight,Fighter,Round,KD,TotStr,TD,TdPct,SubAtt,Rev,CtrlTime,SigStr,SigStrPct,Head,Body,Leg,Distance,Clinch,Ground
UFC Fight Night: Sandhagen vs. Font,Cody Durden vs. Jake Hadley,Jake Hadley,2,0,27 of 40,0 of 1,0%,2,1,2:01,12 of 22,54%,4 of 11,5 of 8,3 of 3,12 of 19,0 of 3,0 of 0
UFC Fight Night: Sandhagen vs. Font,Cody Durden vs. Jake Hadley,Jake Hadley,3,0,9 of 27,0 of 2,0%,0,0,0:03,7 of 24,29%,6 of 22,0 of 0,1 of 2,7 of 24,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Sean Woodson vs. Dennis Buzukja,Sean Woodson,1,0,72 of 102,0 of 0,---,0,0,0:20,35 of 63,55%,15 of 37,5 of 11,15 of 15,32 of 60,3 of 3,0 of 0
UFC Fight Night: Sandhagen vs. Font,Sean Woodson vs. Dennis Buzukja,Sean Woodson,2,0,55 of 69,2 of 2,100%,0,0,3:14,13 of 26,50%,4 of 14,8 of 11,1 of 1,10 of 22,3 of 4,0 of 0
UFC Fight Night: Sandhagen vs. Font,Sean Woodson vs. Dennis Buzukja,Sean Woodson,3,0,36 of 58,2 of 3,66%,0,0,2:18,23 of 37,62%,17 of 26,5 of 10,1 of 1,19 of 31,2 of 4,2 of 2
UFC Fight Night: Sandhagen vs. Font,Sean Woodson vs. Dennis Buzukja,Dennis Buzukja,1,0,16 of 50,0 of 0,---,0,0,1:22,15 of 49,30%,8 of 34,3 of 7,4 of 8,15 of 48,0 of 1,0 of 0
UFC Fight Night: Sandhagen vs. Font,Sean Woodson vs. Dennis Buzukja,Dennis Buzukja,2,0,10 of 31,0 of 0,---,0,1,0:42,10 of 30,33%,8 of 26,1 of 1,1 of 3,5 of 18,0 of 0,5 of 12
UFC Fight Night: Sandhagen vs. Font,Sean Woodson vs. Dennis Buzukja,Dennis Buzukja,3,0,20 of 40,0 of 1,0%,0,0,0:26,17 of 37,45%,8 of 25,7 of 9,2 of 3,12 of 30,5 of 7,0 of 0
UFC 291: Poirier vs. Gaethje 2,Dustin Poirier vs. Justin Gaethje,Dustin Poirier,1,0,27 of 51,0 of 0,---,0,0,0:00,27 of 51,52%,21 of 45,4 of 4,2 of 2,25 of 48,2 of 3,0 of 0
UFC 291: Poirier vs. Gaethje 2,Dustin Poirier vs. Justin Gaethje,Dustin Poirier,2,0,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0%,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
UFC 291: Poirier vs. Gaethje 2,Dustin Poirier vs. Justin Gaethje,Justin Gaethje,1,0,33 of 56,0 of 0,---,0,0,0:00,33 of 56,58%,18 of 41,5 of 5,10 of 10,31 of 54,2 of 2,0 of 0
UFC 291: Poirier vs. Gaethje 2,Dustin Poirier vs. Justin Gaethje,Justin Gaethje,2,1,8 of 10,0 of 0,---,0,0,0:00,8 of 10,80%,5 of 7,2 of 2,1 of 1,7 of 9,0 of 0,1 of 1
UFC 291: Poirier vs. Gaethje 2,Jan Blachowicz vs. Alex Pereira,Jan Blachowicz,1,0,17 of 17,1 of 3,33%,2,0,4:50,6 of 6,100%,6 of 6,0 of 0,0 of 0,1 of 1,0 of 0,5 of 5
UFC 291: Poirier vs. Gaethje 2,Jan Blachowicz vs. Alex Pereira,Jan Blachowicz,2,0,32 of 43,1 of 2,50%,0,0,1:57,20 of 29,68%,15 of 21,2 of 5,3 of 3,16 of 24,2 of 3,2 of 2
UFC 291: Poirier vs. Gaethje 2,Jan Blachowicz vs. Alex Pereira,Jan Blachowicz,3,0,33 of 57,1 of 3,33%,0,0,0:45,26 of 46,56%,20 of 39,2 of 3,4 of 4,24 of 42,1 of 2,1 of 2
UFC 291: Poirier vs. Gaethje 2,Jan Blachowicz vs. Alex Pereira,Alex Pereira,1,0,12 of 15,0 of 0,---,1,0,0:00,2 of 3,66%,1 of 2,0 of 0,1 of 1,1 of 2,1 of 1,0 of 0
UFC 291: Poirier vs. Gaethje 2,Jan Blachowicz vs. Alex Pereira,Alex Pereira,2,0,54 of 69,0 of 0,---,0,0,0:06,33 of 47,70%,13 of 25,10 of 11,10 of 11,28 of 41,4 of 5,1 of 1
UFC 291: Poirier vs. Gaethje 2,Jan Blachowicz vs. Alex Pereira,Alex Pereira,3,0,46 of 54,0 of 0,---,0,0,0:00,35 of 42,83%,12 of 19,13 of 13,10 of 10,33 of 40,2 of 2,0 of 0
UFC 291: Poirier vs. Gaethje 2,Derrick Lewis vs. Marcos Rogerio de Lima,Derrick Lewis,1,1,20 of 36,0 of 0,---,0,0,0:29,17 of 33,51%,16 of 32,1 of 1,0 of 0,1 of 1,0 of 0,16 of 32
UFC 291: Poirier vs. Gaethje 2,Derrick Lewis vs. Marcos Rogerio de Lima,Marcos Rogerio de Lima,1,0,2 of 2,0 of 0,---,0,0,0:00,1 of 1,100%,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1
UFC 291: Poirier vs. Gaethje 2,Tony Ferguson vs. Bobby Green,Tony Ferguson,1,0,15 of 43,0 of 1,0%,0,0,0:13,14 of 42,33%,11 of 33,2 of 6,1 of 3,14 of 42,0 of 0,0 of 0
UFC 291: Poirier vs. Gaethje 2,Tony Ferguson vs. Bobby Green,Tony Ferguson,2,0,23 of 48,0 of 2,0%,0,0,0:00,16 of 36,44%,14 of 32,2 of 4,0 of 0,13 of 32,1 of 1,2 of 3
UFC 291: Poirier vs. Gaethje 2,Tony Ferguson vs. Bobby Green,Tony Ferguson,3,0,24 of 47,0 of 0,---,0,0,0:00,24 of 45,53%,13 of 33,7 of 8,4 of 4,23 of 44,1 of 1,0 of 0
UFC 291: Poirier vs. Gaethje 2,Tony Ferguson vs. Bobby Green,Bobby Green,1,0,40 of 72,0 of 0,---,0,0,0:00,40 of 72,55%,23 of 50,7 of 10,10 of 12,39 of 71,1 of 1,0 of 0
UFC 291: Poirier vs. Gaethje 2,Tony Ferguson vs. Bobby Green,Bobby Green,2,0,57 of 87,0 of 0,---,0,0,2:36,49 of 77,63%,38 of 66,8 of 8,3 of 3,31 of 48,0 of 0,18 of 29
UFC 291: Poirier vs. Gaethje 2,Tony Ferguson vs. Bobby Green,Bobby Green,3,0,48 of 68,0 of 0,---,1,0,0:49,48 of 68,70%,34 of 50,9 of 13,5 of 5,45 of 64,0 of 0,3 of 4
UFC 291: Poirier vs. Gaethje 2,Michael Chiesa vs. Kevin Holland,Michael Chiesa,1,0,6 of 13,0 of 5,0%,0,0,0:15,4 of 11,36%,4 of 11,0 of 0,0 of 0,3 of 7,1 of 4,0 of 0
UFC 291: Poirier vs. Gaethje 2,Michael Chiesa vs. Kevin Holland,Kevin Holland,1,0,12 of 19,0 of 0,---,1,0,0:40,9 of 16,56%,7 of 14,2 of 2,0 of 0,4 of 9,4 of 5,1 of 2
UFC 291: Poirier vs. Gaethje 2,Gabriel Bonfim vs. Trevin Giles,Gabriel Bonfim,1,0,3 of 11,1 of 1,100%,1,0,0:26,3 of 11,27%,2 of 10,1 of 1,0 of 0,3 of 11,0 of 0,0 of 0
UFC 291: Poirier vs. Gaethje 2,Gabriel Bonfim vs. Trevin Giles,Trevin Giles,1,0,1 of 5,0 of 0,---,0,0,0:14,1 of 5,20%,1 of 5,0 of 0,0 of 0,1 of 5,0 of 0,0 of 0
UFC 291: Poirier vs. Gaethje 2,CJ Vergara vs. Vinicius Salvador,CJ Vergara,1,0,20 of 33,0 of 0,---,0,0,0:00,20 of 33,60%,4 of 14,10 of 13,6 of 6,20 of 33,0 of 0,0 of 0
UFC 291: Poirier vs. Gaethje 2,CJ Vergara vs. Vinicius Salvador,CJ Vergara,2,0,45 of 71,0 of 0,---,0,0,0:00,45 of 71,63%,14 of 34,21 of 26,10 of 11,41 of 67,4 of 4,0 of 0
UFC 291: Poirier vs. Gaethje 2,CJ Vergara vs. Vinicius Salvador,CJ Vergara,3,0,44 of 77,0 of 0,---,0,0,0:00,44 of 77,57%,25 of 54,14 of 18,5 of 5,43 of 76,1 of 1,0 of 0
UFC 291: Poirier vs. Gaethje 2,CJ Vergara vs. Vinicius Salvador,Vinicius Salvador,1,0,20 of 40,0 of 0,---,0,0,0:00,20 of 40,50%,8 of 26,3 of 4,9 of 10,20 of 40,0 of 0,0 of 0
UFC 291: Poirier vs. Gaethje 2,CJ Vergara vs. Vinicius Salvador,Vinicius Salvador,2,0,31 of 65,0 of 2,0%,0,0,0:01,30 of 64,46%,19 of 50,6 of 9,5 of 5,29 of 63,1 of 1,0 of 0
UFC 291: Poirier vs. Gaethje 2,CJ Vergara vs. Vinicius Salvador,Vinicius Salvador,3,0,38 of 91,0 of 0,---,0,0,0:00,38 of 91,41%,27 of 78,10 of 12,1 of 1,38 of 91,0 of 0,0 of 0
UFC 291: Poirier vs. Gaethje 2,Roman Kopylov vs. Claudio Ribeiro,Roman Kopylov,1,0,30 of 39,0 of 0,---,0,0,0:00,30 of 39,76%,18 of 26,9 of 10,3 of 3,28 of 36,2 of 3,0 of 0
UFC 291: Poirier vs. Gaethje 2,Roman Kopylov vs. Claudio Ribeiro,Roman Kopylov,2,1,2 of 3,0 of 0,---,0,0,0:03,2 of 3,66%,2 of 3,0 of 0,0 of 0,1 of 2,0 of 0,1 of 1
UFC 291: Poirier vs. Gaethje 2,Roman Kopylov vs. Claudio Ribeiro,Claudio Ribeiro,1,0,32 of 58,0 of 1,0%,0,0,0:16,31 of 57,54%,18 of 44,7 of 7,6 of 6,28 of 54,3 of 3,0 of 0
UFC 291: Poirier vs. Gaethje 2,Roman Kopylov vs. Claudio Ribeiro,Claudio Ribeiro,2,0,1 of 2,0 of 0,---,0,0,0:00,1 of 2,50%,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0
UFC 291: Poirier vs. Gaethje 2,Jake Matthews vs. Darrius Flowers,Jake Matthews,1,0,42 of 68,0 of 1,0%,0,0,0:00,37 of 63,58%,21 of 47,11 of 11,5 of 5,35 of 58,2 of 5,0 of 0
UFC 291: Poirier vs. Gaethje 2,Jake Matthews vs. Darrius Flowers,Jake Matthews,2,0,29 of 45,0 of 0,---,1,0,1:15,23 of 38,60%,19 of 31,3 of 6,1 of 1,12 of 26,0 of 0,11 of 12
UFC 291: Poirier vs. Gaethje 2,Jake Matthews vs. Darrius Flowers,Darrius Flowers,1,0,35 of 61,1 of 1,100%,0,0,1:03,30 of 56,53%,17 of 42,5 of 5,8 of 9,25 of 49,5 of 7,0 of 0
UFC 291: Poirier vs. Gaethje 2,Jake Matthews vs. Darrius Flowers,Darrius Flowers,2,0,6 of 8,0 of 2,0%,0,0,0:00,6 of 8,75%,4 of 6,1 of 1,1 of 1,6 of 8,0 of 0,0 of 0
UFC 291: Poirier vs. Gaethje 2,Matthew Semelsberger vs. Uros Medic,Matthew Semelsberger,1,1,18 of 37,0 of 1,0%,0,0,0:54,17 of 36,47%,10 of 29,5 of 5,2 of 2,9 of 25,1 of 2,7 of 9
UFC 291: Poirier vs. Gaethje 2,Matthew Semelsberger vs. Uros Medic,Matthew Semelsberger,2,0,24 of 58,0 of 0,---,0,0,0:00,24 of 58,41%,12 of 40,3 of 8,9 of 10,23 of 57,1 of 1,0 of 0
UFC 291: Poirier vs. Gaethje 2,Matthew Semelsberger vs. Uros Medic,Matthew Semelsberger,3,0,11 of 26,0 of 1,0%,0,0,0:19,11 of 26,42%,9 of 22,0 of 1,2 of 3,10 of 24,1 of 2,0 of 0
UFC 291: Poirier vs. Gaethje 2,Matthew Semelsberger vs. Uros Medic,Uros Medic,1,0,19 of 32,1 of 1,100%,0,0,0:19,18 of 31,58%,12 of 22,5 of 8,1 of 1,13 of 24,5 of 7,0 of 0
UFC 291: Poirier vs. Gaethje 2,Matthew Semelsberger vs. Uros Medic,Uros Medic,2,0,26 of 56,0 of 0,---,0,0,0:00,25 of 55,45%,16 of 43,7 of 10,2 of 2,24 of 53,1 of 2,0 of 0
UFC 291: Poirier vs. Gaethje 2,Matthew Semelsberger vs. Uros Medic,Uros Medic,3,1,31 of 47,0 of 0,---,0,0,0:03,26 of 42,61%,21 of 33,5 of 9,0 of 0,13 of 27,7 of 9,6 of 6
UFC 291: Poirier vs. Gaethje 2,Miranda Maverick vs. Priscila Cachoeira,Miranda Maverick,1,0,46 of 59,1 of 2,50%,0,0,3:29,16 of 25,64%,9 of 18,5 of 5,2 of 2,7 of 14,0 of 0,9 of 11
UFC 291: Poirier vs. Gaethje 2,Miranda Maverick vs. Priscila Cachoeira,Miranda Maverick,2,0,43 of 56,1 of 5,20%,0,0,3:48,11 of 16,68%,7 of 11,1 of 1,3 of 4,6 of 11,1 of 1,4 of 4
UFC 291: Poirier vs. Gaethje 2,Miranda Maverick vs. Priscila Cachoeira,Miranda Maverick,3,0,16 of 17,1 of 2,50%,1,0,1:37,9 of 10,90%,7 of 8,2 of 2,0 of 0,3 of 4,1 of 1,5 of 5
UFC 291: Poirier vs. Gaethje 2,Miranda Maverick vs. Priscila Cachoeira,Priscila Cachoeira,1,0,5 of 10,0 of 0,---,0,0,0:00,4 of 9,44%,1 of 5,2 of 3,1 of 1,4 of 9,0 of 0,0 of 0
UFC 291: Poirier vs. Gaethje 2,Miranda Maverick vs. Priscila Cachoeira,Priscila Cachoeira,2,0,4 of 10,0 of 0,---,0,0,0:00,3 of 9,33%,3 of 9,0 of 0,0 of 0,3 of 9,0 of 0,0 of 0
UFC 291: Poirier vs. Gaethje 2,Miranda Maverick vs. Priscila Cachoeira,Priscila Cachoeira,3,0,4 of 6,0 of 0,---,0,0,0:00,4 of 5,80%,3 of 4,0 of 0,1 of 1,3 of 4,0 of 0,1 of 1
UFC Fight Night: Aspinall vs. Tybura,Tom Aspinall vs. Marcin Tybura,Tom Aspinall,1,1,13 of 18,0 of 0,---,0,0,0:05,13 of 18,72%,12 of 17,1 of 1,0 of 0,7 of 10,0 of 0,6 of 8
UFC Fight Night: Aspinall vs. Tybura,Tom Aspinall vs. Marcin Tybura,Marcin Tybura,1,0,4 of 15,0 of 0,---,0,0,0:00,4 of 15,26%,2 of 13,2 of 2,0 of 0,4 of 15,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Molly McCann vs. Julija Stoliarenko,Molly McCann,1,0,6 of 16,0 of 0,---,0,0,0:07,6 of 16,37%,1 of 11,4 of 4,1 of 1,6 of 16,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Molly McCann vs. Julija Stoliarenko,Julija Stoliarenko,1,0,9 of 29,1 of 1,100%,1,0,0:19,9 of 29,31%,4 of 20,2 of 3,3 of 6,9 of 29,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Nathaniel Wood vs. Andre Fili,Nathaniel Wood,1,1,37 of 69,0 of 0,---,0,0,1:23,37 of 69,53%,21 of 48,4 of 7,12 of 14,24 of 44,0 of 0,13 of 25
UFC Fight Night: Aspinall vs. Tybura,Nathaniel Wood vs. Andre Fili,Nathaniel Wood,2,0,34 of 41,1 of 1,100%,0,0,0:24,10 of 15,66%,4 of 9,1 of 1,5 of 5,10 of 15,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Nathaniel Wood vs. Andre Fili,Nathaniel Wood,3,0,37 of 64,0 of 1,0%,0,0,0:00,37 of 64,57%,13 of 33,5 of 10,19 of 21,37 of 64,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Nathaniel Wood vs. Andre Fili,Andre Fili,1,0,20 of 52,0 of 1,0%,0,0,0:00,17 of 49,34%,15 of 45,0 of 2,2 of 2,17 of 49,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Nathaniel Wood vs. Andre Fili,Andre Fili,2,1,32 of 59,0 of 0,---,0,1,2:55,17 of 34,50%,14 of 31,2 of 2,1 of 1,12 of 27,3 of 5,2 of 2
UFC Fight Night: Aspinall vs. Tybura,Nathaniel Wood vs. Andre Fili,Andre Fili,3,0,24 of 68,0 of 1,0%,0,0,0:00,24 of 68,35%,16 of 58,5 of 6,3 of 4,24 of 68,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Paul Craig vs. Andre Muniz,Paul Craig,1,0,10 of 26,0 of 0,---,0,0,0:00,9 of 25,36%,1 of 10,7 of 14,1 of 1,9 of 25,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Paul Craig vs. Andre Muniz,Paul Craig,2,0,44 of 75,2 of 2,100%,1,0,2:56,31 of 57,54%,30 of 56,1 of 1,0 of 0,1 of 7,0 of 0,30 of 50
UFC Fight Night: Aspinall vs. Tybura,Paul Craig vs. Andre Muniz,Andre Muniz,1,0,15 of 25,1 of 1,100%,0,0,0:45,13 of 23,56%,4 of 13,2 of 3,7 of 7,13 of 23,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Paul Craig vs. Andre Muniz,Andre Muniz,2,0,16 of 22,1 of 1,100%,0,0,1:02,11 of 17,64%,11 of 17,0 of 0,0 of 0,2 of 4,1 of 1,8 of 12
UFC Fight Night: Aspinall vs. Tybura,Jai Herbert vs. Fares Ziam,Jai Herbert,1,0,15 of 46,0 of 0,---,0,0,1:08,14 of 42,33%,1 of 24,6 of 9,7 of 9,12 of 38,2 of 4,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Jai Herbert vs. Fares Ziam,Jai Herbert,2,0,22 of 53,0 of 3,0%,0,0,2:04,15 of 44,34%,2 of 28,11 of 14,2 of 2,9 of 36,6 of 8,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Jai Herbert vs. Fares Ziam,Jai Herbert,3,0,21 of 51,0 of 3,0%,0,0,1:00,20 of 48,41%,4 of 27,6 of 8,10 of 13,17 of 45,3 of 3,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Jai Herbert vs. Fares Ziam,Fares Ziam,1,0,34 of 47,0 of 1,0%,0,0,0:34,20 of 32,62%,8 of 17,8 of 9,4 of 6,13 of 24,7 of 8,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Jai Herbert vs. Fares Ziam,Fares Ziam,2,0,34 of 54,1 of 1,100%,0,0,0:16,20 of 38,52%,12 of 28,6 of 8,2 of 2,14 of 30,6 of 8,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Jai Herbert vs. Fares Ziam,Fares Ziam,3,0,28 of 52,0 of 3,0%,0,0,0:40,21 of 43,48%,9 of 29,5 of 6,7 of 8,18 of 39,3 of 4,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Lerone Murphy vs. Josh Culibao,Lerone Murphy,1,0,18 of 37,0 of 1,0%,0,0,1:13,18 of 37,48%,8 of 25,5 of 6,5 of 6,15 of 33,3 of 4,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Lerone Murphy vs. Josh Culibao,Lerone Murphy,2,0,24 of 38,1 of 1,100%,0,0,2:39,12 of 23,52%,6 of 15,4 of 5,2 of 3,7 of 18,3 of 3,2 of 2
UFC Fight Night: Aspinall vs. Tybura,Lerone Murphy vs. Josh Culibao,Lerone Murphy,3,1,45 of 69,2 of 3,66%,2,0,3:46,29 of 49,59%,23 of 41,6 of 7,0 of 1,2 of 10,6 of 7,21 of 32
UFC Fight Night: Aspinall vs. Tybura,Lerone Murphy vs. Josh Culibao,Josh Culibao,1,0,20 of 43,0 of 0,---,0,0,0:08,11 of 34,32%,7 of 26,2 of 3,2 of 5,10 of 33,1 of 1,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Lerone Murphy vs. Josh Culibao,Josh Culibao,2,0,14 of 24,0 of 2,0%,0,0,0:48,7 of 16,43%,5 of 14,2 of 2,0 of 0,5 of 13,2 of 3,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Lerone Murphy vs. Josh Culibao,Josh Culibao,3,0,6 of 10,0 of 0,---,0,0,0:34,5 of 9,55%,4 of 8,1 of 1,0 of 0,4 of 7,1 of 2,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Davey Grant vs. Daniel Marcos,Davey Grant,1,0,16 of 49,0 of 0,---,0,0,0:00,16 of 49,32%,1 of 28,7 of 10,8 of 11,16 of 49,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Davey Grant vs. Daniel Marcos,Davey Grant,2,0,26 of 75,0 of 0,---,0,0,0:00,26 of 75,34%,9 of 48,8 of 15,9 of 12,26 of 75,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Davey Grant vs. Daniel Marcos,Davey Grant,3,0,28 of 91,0 of 1,0%,0,0,0:06,28 of 91,30%,7 of 51,12 of 30,9 of 10,28 of 89,0 of 2,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Davey Grant vs. Daniel Marcos,Daniel Marcos,1,0,13 of 35,0 of 0,---,0,0,0:00,13 of 35,37%,1 of 15,2 of 8,10 of 12,13 of 35,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Davey Grant vs. Daniel Marcos,Daniel Marcos,2,0,15 of 51,0 of 0,---,0,0,0:00,15 of 51,29%,4 of 33,3 of 8,8 of 10,14 of 50,1 of 1,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Davey Grant vs. Daniel Marcos,Daniel Marcos,3,0,21 of 55,1 of 1,100%,0,0,0:13,20 of 54,37%,16 of 42,1 of 8,3 of 4,20 of 54,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Danny Roberts vs. Jonny Parsons,Danny Roberts,1,0,25 of 60,0 of 0,---,0,0,0:00,25 of 60,41%,13 of 45,10 of 13,2 of 2,25 of 60,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Danny Roberts vs. Jonny Parsons,Danny Roberts,2,0,19 of 74,0 of 2,0%,0,0,0:05,19 of 73,26%,14 of 66,4 of 6,1 of 1,19 of 72,0 of 1,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Danny Roberts vs. Jonny Parsons,Jonny Parsons,1,0,20 of 50,0 of 0,---,0,0,0:00,20 of 50,40%,7 of 32,6 of 10,7 of 8,19 of 48,1 of 2,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Danny Roberts vs. Jonny Parsons,Jonny Parsons,2,2,49 of 83,0 of 0,---,0,0,1:26,43 of 74,58%,35 of 63,6 of 9,2 of 2,32 of 53,6 of 13,5 of 8
UFC Fight Night: Aspinall vs. Tybura,Marc Diakiese vs. Joel Alvarez,Marc Diakiese,1,0,20 of 47,0 of 0,---,0,0,0:14,19 of 42,45%,7 of 22,6 of 11,6 of 9,19 of 42,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Marc Diakiese vs. Joel Alvarez,Marc Diakiese,2,0,9 of 13,2 of 3,66%,0,0,2:55,1 of 4,25%,1 of 3,0 of 0,0 of 1,1 of 4,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Marc Diakiese vs. Joel Alvarez,Joel Alvarez,1,0,31 of 62,0 of 1,0%,0,0,0:28,31 of 62,50%,15 of 42,7 of 11,9 of 9,31 of 62,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Marc Diakiese vs. Joel Alvarez,Joel Alvarez,2,0,33 of 36,0 of 0,---,1,0,0:58,11 of 13,84%,5 of 7,5 of 5,1 of 1,6 of 8,2 of 2,3 of 3
UFC Fight Night: Aspinall vs. Tybura,Mick Parkin vs. Jamal Pogues,Mick Parkin,1,0,32 of 50,0 of 0,---,0,0,0:00,32 of 50,64%,12 of 30,2 of 2,18 of 18,32 of 48,0 of 2,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Mick Parkin vs. Jamal Pogues,Mick Parkin,2,0,22 of 37,0 of 0,---,0,0,0:00,19 of 34,55%,5 of 17,3 of 6,11 of 11,17 of 32,2 of 2,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Mick Parkin vs. Jamal Pogues,Mick Parkin,3,0,44 of 72,0 of 0,---,0,0,0:00,44 of 72,61%,20 of 47,11 of 12,13 of 13,43 of 71,1 of 1,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Mick Parkin vs. Jamal Pogues,Jamal Pogues,1,0,22 of 80,0 of 1,0%,0,0,0:16,21 of 79,26%,13 of 71,1 of 1,7 of 7,20 of 78,1 of 1,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Mick Parkin vs. Jamal Pogues,Jamal Pogues,2,0,7 of 30,0 of 0,---,0,0,0:56,7 of 30,23%,5 of 27,1 of 2,1 of 1,6 of 28,1 of 2,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Mick Parkin vs. Jamal Pogues,Jamal Pogues,3,0,8 of 26,0 of 0,---,0,0,0:05,8 of 26,30%,4 of 21,2 of 3,2 of 2,8 of 26,0 of 0,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Makhmud Muradov vs. Bryan Barberena,Makhmud Muradov,1,0,16 of 30,3 of 4,75%,0,0,2:34,9 of 22,40%,4 of 14,5 of 8,0 of 0,7 of 17,1 of 4,1 of 1
UFC Fight Night: Aspinall vs. Tybura,Makhmud Muradov vs. Bryan Barberena,Makhmud Muradov,2,1,21 of 34,6 of 6,100%,0,0,1:53,16 of 28,57%,15 of 26,1 of 2,0 of 0,15 of 25,0 of 0,1 of 3
UFC Fight Night: Aspinall vs. Tybura,Makhmud Muradov vs. Bryan Barberena,Makhmud Muradov,3,1,31 of 50,4 of 6,66%,0,0,0:43,29 of 47,61%,20 of 37,9 of 10,0 of 0,24 of 37,4 of 7,1 of 3
UFC Fight Night: Aspinall vs. Tybura,Makhmud Muradov vs. Bryan Barberena,Bryan Barberena,1,0,28 of 46,0 of 0,---,0,0,0:00,6 of 22,27%,1 of 13,1 of 1,4 of 8,6 of 21,0 of 1,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Makhmud Muradov vs. Bryan Barberena,Bryan Barberena,2,0,30 of 45,0 of 0,---,0,0,0:00,8 of 22,36%,4 of 15,0 of 0,4 of 7,7 of 21,1 of 1,0 of 0
UFC Fight Night: Aspinall vs. Tybura,Makhmud Muradov vs. Bryan Barberena,Bryan Barberena,3,0,23 of 47,0 of 1,0%,0,0,0:02,14 of 37,37%,8 of 28,1 of 3,5 of 6,14 of 37,0 of 0,0 of 0
